GeneID	GeneSymbol	Chromosome	Start	End	Class	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
3665	ENSG00000127054.22	INTS11	chr1	1311585	1324687	protein_coding	-	13102	188.73246832538	-0.349492751100134	0.206379965081854	-1.69344321267579	0.0903711354352097	0.255058544298267
9794	ENSG00000224051.7	CPTP	chr1	1324756	1328896	protein_coding	+	4140	18.7356714071359	0.544070692701405	0.534451554958554	1.01799814717275	0.308678836599416	NA
2168	ENSG00000107404.21	DVL1	chr1	1335276	1349418	protein_coding	-	14142	114.91692517445	-0.537229970853783	0.241025086558408	-2.22893798535612	0.0258180312775508	0.107329517720167
6415	ENSG00000162576.17	MXRA8	chr1	1352689	1361777	protein_coding	-	9088	54.766898908994	0.338318339513321	0.305359275671637	1.1079353616136	0.267889732483234	0.514671332567995
7958	ENSG00000175756.14	AURKAIP1	chr1	1373730	1375207	protein_coding	-	1477	80.2020437713627	-0.0868007606611286	0.286339276985162	-0.303139553801509	0.761783511846507	0.892815647357085
9756	ENSG00000221978.13	CCNL2	chr1	1385711	1399335	protein_coding	-	13624	590.755413484365	-0.203863077328105	0.165813676367592	-1.22947082408426	0.218895330293995	0.454202400219144
9831	ENSG00000224870.9	MRPL20-AS1	chr1	1399515	1402046	lncRNA	+	2531	46.6228363495163	-0.163776294219677	0.335778197329848	-0.487751424964597	0.62572592170637	0.815873278058433
10404	ENSG00000242485.6	MRPL20	chr1	1401909	1407293	protein_coding	-	5384	206.572584055741	-0.303634231258778	0.192355491116842	-1.57850565895383	0.114449489111028	0.299013619815814
11256	ENSG00000272455.1	MRPL20-DT	chr1	1409096	1410618	lncRNA	+	1522	17.9084207864452	-0.709983105909941	0.512865391606729	-1.38434590738453	0.166252563519656	NA
6224	ENSG00000160072.20	ATAD3B	chr1	1471765	1497848	protein_coding	+	26083	341.222792782897	-0.950449973580089	0.179177853012623	-5.30450587279406	1.12978606433486e-07	4.60788381730176e-06
9199	ENSG00000197785.14	ATAD3A	chr1	1512162	1534685	protein_coding	+	22523	205.411428481205	-0.788006831365889	0.200331855246522	-3.93350738152048	8.37152668774257e-05	0.00121311425490595
6225	ENSG00000160075.12	SSU72	chr1	1541673	1574863	protein_coding	-	33190	676.507833381414	-0.274709204258598	0.179119286634046	-1.5336662479002	0.12511178128475	0.317406410063278
9707	ENSG00000215014.5	ENSG00000215014	chr1	1574102	1577075	lncRNA	+	2973	10.7432462010601	-0.0354309375658977	0.658163459159975	-0.0538330365698497	0.957068188295759	NA
11239	ENSG00000272106.1	ENSG00000272106	chr1	1613758	1615795	lncRNA	-	2037	13.0411783714324	0.276077441674103	0.582733484607804	0.473762790308696	0.635669071685624	NA
9169	ENSG00000197530.13	MIB2	chr1	1615454	1630605	protein_coding	+	15151	31.8518080995358	-0.0451267360857759	0.359894820810508	-0.12538867879273	0.900215850393803	0.958086720010004
10525	ENSG00000248333.9	CDK11B	chr1	1635225	1659012	protein_coding	-	23787	160.948845959114	0.0396195152053163	0.20406878781184	0.194147844117382	0.846060120088229	0.934089015346941
8953	ENSG00000189339.12	SLC35E2B	chr1	1659529	1692795	protein_coding	-	33266	226.263794692889	0.147355287730014	0.16358617679806	0.900780803208805	0.367704876265511	0.615365248014618
11827	ENSG00000290854.1	ENSG00000290854	chr1	1724838	1745992	lncRNA	-	21154	13.5439138278675	1.04673906794091	0.674014220828646	1.552992556528	0.120424912891231	NA
121	ENSG00000008130.15	NADK	chr1	1751232	1780457	protein_coding	-	29225	645.120188248892	-0.662561027165996	0.120192503285209	-5.51249877535027	3.53774653437015e-08	1.74798965328174e-06
933	ENSG00000078369.19	GNB1	chr1	1785285	1892292	protein_coding	-	107007	3549.52713280405	0.099850695260579	0.0891979731509465	1.11942784946027	0.262957655462953	0.509208056573288
668	ENSG00000067606.17	PRKCZ	chr1	2050411	2185395	protein_coding	+	134984	281.989174321388	0.18741998433578	0.14519298779544	1.29083358075001	0.196761390705725	0.423651566362729
6416	ENSG00000162585.17	FAAP20	chr1	2184461	2212720	protein_coding	-	28259	77.9032798711646	-0.584622421051231	0.318819304061129	-1.83371086256163	0.066696925311673	0.208725645729834
6095	ENSG00000157933.11	SKI	chr1	2227388	2310213	protein_coding	+	82825	1025.65297940474	-0.209124349218422	0.134736356020653	-1.5521003788047	0.120638207378696	0.310196729472594
2877	ENSG00000116151.14	MORN1	chr1	2321253	2391707	protein_coding	-	70454	88.0964145551874	-0.280808824478529	0.232172279462417	-1.20948472026345	0.226476677831063	0.463871880670782
6093	ENSG00000157916.20	RER1	chr1	2391775	2405442	protein_coding	+	13667	306.721494581607	-0.0898462075094647	0.174806905525033	-0.513974017442911	0.607270156504051	0.803517558004837
6092	ENSG00000157911.11	PEX10	chr1	2403964	2413797	protein_coding	-	9833	64.5978263253277	-0.44583471919662	0.252828265779279	-1.76338953962464	0.0778348128241534	0.231440949267154
6090	ENSG00000157881.16	PANK4	chr1	2508537	2526597	protein_coding	-	18060	209.704830709171	-0.0949329730285887	0.190619829582302	-0.498022546954383	0.618468150420246	0.811694216605837
6089	ENSG00000157870.17	PRXL2B	chr1	2586491	2591469	protein_coding	+	4978	15.2236781799152	-0.728298698383908	0.566904034496714	-1.28469485850542	0.198898935665426	NA
6106	ENSG00000158109.15	TPRG1L	chr1	3625015	3630127	protein_coding	+	5112	27.1904512365088	-0.76520907266137	0.469333297632458	-1.63041718224863	0.10301335562739	0.279356062062214
2886	ENSG00000116213.16	WRAP73	chr1	3630767	3652761	protein_coding	-	21994	142.21424116563	-0.163770650753855	0.178869325568707	-0.915588238694105	0.359882902386255	0.606580962578996
944	ENSG00000078900.15	TP73	chr1	3652516	3736201	protein_coding	+	83685	228.569959863219	0.374187761697489	0.222223782038888	1.68383310851945	0.0922139267012669	0.258761921911786
9935	ENSG00000227372.12	TP73-AS1	chr1	3735511	3747373	transcribed_unitary_pseudogene	-	11862	181.013523063996	-0.235481046200948	0.235153323021547	-1.00139365744524	0.316636529234409	0.566320413314165
10234	ENSG00000235169.11	SMIM1	chr1	3772749	3775982	protein_coding	+	3233	37.0955562769533	-1.15620271278929	0.443210987228644	-2.60869596220733	0.00908879555321146	0.0495334941325655
3922	ENSG00000130764.10	LRRC47	chr1	3778559	3796498	protein_coding	-	17939	285.835625619728	-0.257225547877682	0.157117882265342	-1.63715004408777	0.101599122192312	0.27645214810989
2881	ENSG00000116198.14	CEP104	chr1	3812086	3857396	protein_coding	-	45310	372.257443461928	-0.249525587005687	0.197352202006514	-1.2643668754071	0.206098376400881	0.43747149691754
7364	ENSG00000169598.17	DFFB	chr1	3857267	3885429	protein_coding	+	28162	189.547953034664	-0.699681275712408	0.196470985619468	-3.56124479910523	0.000369100751759697	0.0040586608154282
9398	ENSG00000198912.12	C1orf174	chr1	3889125	3900293	protein_coding	-	11168	180.249674485763	-0.229551360753352	0.210559719846469	-1.09019598297685	0.275626822483207	0.522432386667908
10280	ENSG00000236423.8	LINC01134	chr1	3900347	3917225	lncRNA	+	16878	63.2739347457748	0.0738461256308657	0.34334854352928	0.215076274597822	0.829707851180928	0.926431579153037
11496	ENSG00000284668.2	LINC02780	chr1	3976133	4012704	lncRNA	+	36571	491.83040962904	-0.676760900964748	0.340544693310797	-1.98728952251534	0.046890322081184	0.163991846729828
4004	ENSG00000131697.18	NPHP4	chr1	5862811	5992473	protein_coding	-	129662	723.275260592922	0.160151801219574	0.12155726529631	1.31750085714076	0.187670793948863	0.411614549880927
707	ENSG00000069424.16	KCNAB2	chr1	5990927	6101193	protein_coding	+	110266	269.413026776462	0.624522962860819	0.210684516152332	2.96425657787433	0.00303415187323557	0.0215522782838569
11525	ENSG00000285629.1	ENSG00000285629	chr1	6159430	6197757	protein_coding	-	38327	26.2112604642948	0.153268037967988	0.505048692622528	0.303471804217777	0.761530331915377	0.892790237562754
2889	ENSG00000116251.11	RPL22	chr1	6185020	6209389	protein_coding	-	24369	383.951776221937	-0.192118336112281	0.170836697182846	-1.12457299444661	0.260770022745133	0.506721513359219
6114	ENSG00000158286.13	RNF207	chr1	6205475	6221299	protein_coding	+	15824	67.1610160403557	-0.660939850140708	0.328852666542481	-2.00983576350392	0.0444485742652936	0.157864220696495
2888	ENSG00000116237.16	ICMT	chr1	6221193	6235972	protein_coding	-	14779	291.733972210189	-0.0859988959107235	0.174353285122893	-0.493245056151979	0.62183944550699	0.81387089966833
6116	ENSG00000158292.7	GPR153	chr1	6247353	6261098	protein_coding	-	13745	17.886427484133	-0.0917208040834485	0.517533981858904	-0.177226631097733	0.859330378166755	NA
1352	ENSG00000097021.21	ACOT7	chr1	6264269	6393767	protein_coding	-	129498	693.803858349074	-0.484248340177694	0.179926747348575	-2.69136383174622	0.0071160541460705	0.0414401159409796
8792	ENSG00000187017.18	ESPN	chr1	6424776	6461367	protein_coding	+	36591	27.4211800018552	-2.674885834258	0.656373240555607	-4.0752511970076	4.59647030753811e-05	0.000727392828225245
6398	ENSG00000162408.11	NOL9	chr1	6521347	6554513	protein_coding	-	33166	916.016525384033	-0.430731165892771	0.0785640523126962	-5.48254772015068	4.19243860893398e-08	2.00952526424578e-06
9527	ENSG00000204859.13	ZBTB48	chr1	6579994	6589280	protein_coding	+	9286	151.611578722639	-0.873311983594381	0.259956976813617	-3.35944814522338	0.000780983064586777	0.00742960649058973
6399	ENSG00000162413.17	KLHL21	chr1	6590724	6614607	protein_coding	-	23883	424.74154674925	-0.409011168117649	0.117480984670577	-3.48150953334735	0.000498596032627877	0.00513050743298557
2892	ENSG00000116273.6	PHF13	chr1	6613731	6624030	protein_coding	+	10299	207.723708312061	0.37835411820745	0.190105740475086	1.99022984399062	0.0465656221806718	0.163161517768952
376	ENSG00000041988.16	THAP3	chr1	6624868	6635586	protein_coding	+	10718	60.8814947151134	-0.493185812507543	0.26342360062724	-1.87221574427354	0.0611767617593859	0.196882084520492
115	ENSG00000007923.17	DNAJC11	chr1	6634168	6701924	protein_coding	-	67756	2104.59502218626	-0.249748866444266	0.117456816743987	-2.12630372052928	0.0334779784679577	0.129256112391261
7590	ENSG00000171735.21	CAMTA1	chr1	6785454	7769706	protein_coding	+	984252	1655.54038859857	-0.019421209089512	0.118783002052039	-0.163501584856421	0.870123525407858	0.944718506444808
427	ENSG00000049245.13	VAMP3	chr1	7771296	7781432	protein_coding	+	10136	282.13075708665	-0.0395248644631282	0.231413411883328	-0.170797639347954	0.864382885327762	0.942260515291688
428	ENSG00000049246.15	PER3	chr1	7784291	7845177	protein_coding	+	60886	233.750903857174	-0.275475264161904	0.180889012312568	-1.52289661290148	0.127784573332648	0.321424484076918
10274	ENSG00000236266.1	ENSG00000236266	chr1	7810242	7827342	lncRNA	-	17100	138.410644556529	0.0358675711330731	0.187398486674434	0.191397336070198	0.848214306995502	0.934902876106678
2894	ENSG00000116288.13	PARK7	chr1	7954291	7985505	protein_coding	+	31214	810.140461157279	-0.2969224001587	0.108420678920258	-2.73861410125538	0.00616987466918085	0.0371561938153588
11501	ENSG00000284747.1	ENSG00000284747	chr1	7991134	8005312	lncRNA	+	14178	38.2400360314995	-0.516330727138412	0.382319867802526	-1.35052025966148	0.176849159522244	0.397358900114186
2893	ENSG00000116285.13	ERRFI1	chr1	8004404	8026309	protein_coding	-	21905	115.179667247096	0.374129212606388	0.281034529244421	1.331257100728	0.183104428634632	0.406066393341028
5048	ENSG00000142599.20	RERE	chr1	8352397	8848921	protein_coding	-	496524	14491.0267367782	-0.0679272121992498	0.110162308838567	-0.616610280915511	0.537491811690037	0.75498133209048
838	ENSG00000074800.16	ENO1	chr1	8861000	8879190	protein_coding	-	18190	3649.23090049121	-0.0337600184778873	0.269512851684931	-0.125263111821301	0.90031525461801	0.958086720010004
426	ENSG00000049239.13	H6PD	chr1	9234774	9271337	protein_coding	+	36563	157.381739176075	0.207934104902865	0.176024548435247	1.18127901336078	0.237491901554553	0.476145596605871
7581	ENSG00000171612.7	SLC25A33	chr1	9539465	9585173	protein_coding	+	45708	1290.33800503515	-0.261400316649595	0.124750317471148	-2.09538798736967	0.0361365165117117	0.136375225166675
8908	ENSG00000188807.13	TMEM201	chr1	9588911	9614877	protein_coding	+	25966	241.671060984241	-0.554910444011129	0.17651880868365	-3.14363352069534	0.00166864271497408	0.0136541418800168
7580	ENSG00000171608.18	PIK3CD	chr1	9629889	9729114	protein_coding	+	99225	95.039988397999	0.94313923976041	0.249668548185508	3.77756528251064	0.000158369000147254	0.00204403533446674
10101	ENSG00000231789.4	PIK3CD-AS2	chr1	9672405	9687583	lncRNA	-	15178	44.0849632659344	0.253864766706855	0.346421367591425	0.732820750844295	0.463667763306204	0.697480118736343
7577	ENSG00000171603.18	CLSTN1	chr1	9728926	9823984	protein_coding	-	95058	202.516942698495	0.427921246605584	0.198243678321746	2.15856187812998	0.0308841729764048	0.122401725831575
8157	ENSG00000178585.15	CTNNBIP1	chr1	9848276	9910336	protein_coding	-	62060	371.839008542544	0.225464056902615	0.150061330902998	1.50247938989931	0.132973346767476	0.330327587451609
6406	ENSG00000162441.12	LZIC	chr1	9922113	9943407	protein_coding	-	21294	222.756821615931	-0.260532642001557	0.200722242269414	-1.29797594454861	0.194295601245316	0.420183533064613
7771	ENSG00000173614.14	NMNAT1	chr1	9943428	9985501	protein_coding	+	42073	193.67433585714	0.0292583094523097	0.271373002765778	0.107815844443312	0.914141774107647	0.964898751966061
3940	ENSG00000130939.20	UBE4B	chr1	10032832	10181239	protein_coding	+	148407	4218.92935833621	0.326845815357992	0.0817212070191547	3.99952261206056	6.3470383609725e-05	0.00095812089174519
474	ENSG00000054523.20	KIF1B	chr1	10210570	10381603	protein_coding	+	171033	1294.20317814692	0.37693112702221	0.369989378646626	1.0187620206855	0.308315960349502	0.558925458425733
5053	ENSG00000142657.21	PGD	chr1	10398592	10420511	protein_coding	+	21919	813.439948369347	-0.0734798396674739	0.0893641138053526	-0.822252205482875	0.410933372205244	0.654094372440053
10655	ENSG00000251503.8	CENPS-CORT	chr1	10430102	10452153	protein_coding	+	22051	14.5023657686053	0.905284722381611	0.602892414693329	1.50156926894179	0.133208384874526	NA
6218	ENSG00000160049.12	DFFA	chr1	10456522	10472529	protein_coding	-	16007	471.505949576442	-0.544898691023383	0.157106814216972	-3.46833263559689	0.00052369861947245	0.00533535903314407
5052	ENSG00000142655.13	PEX14	chr1	10472288	10630758	protein_coding	+	158470	3144.52224446119	0.184592094237304	0.0652500582866865	2.8289950857403	0.00466944159589849	0.0302206906748976
3248	ENSG00000120948.19	TARDBP	chr1	11012344	11030528	protein_coding	+	18184	1070.37488955122	0.136397531813283	0.121862534915208	1.11927371204109	0.263023387083677	0.509247420944333
2915	ENSG00000116649.10	SRM	chr1	11054584	11060020	protein_coding	-	5436	275.781037600588	-0.623408477737435	0.197063622123942	-3.16348837506573	0.00155890577473913	0.0129612210300031
7599	ENSG00000171824.14	EXOSC10	chr1	11066618	11099869	protein_coding	-	33251	760.790050806623	-0.0378380153104884	0.110701232621476	-0.341803017134137	0.732499138854444	0.877371886094772
9359	ENSG00000198793.14	MTOR	chr1	11106535	11262556	protein_coding	-	156021	3127.85131645096	-0.0754596756927814	0.074375713699622	-1.01457413904675	0.310308871999757	0.560630273249262
3247	ENSG00000120942.14	UBIAD1	chr1	11273198	11296049	protein_coding	+	22851	322.658859493965	-0.426129407366236	0.17658671802084	-2.41314529281838	0.0158155135804726	0.0746263358513172
2918	ENSG00000116670.16	MAD2L2	chr1	11658918	11691811	protein_coding	-	32893	109.796296790338	0.0122667119023535	0.213980107775897	0.0573264123934383	0.954285180897419	0.97999272720417
2916	ENSG00000116663.11	FBXO6	chr1	11664200	11674354	protein_coding	+	10154	32.7841065675414	-0.414761572340035	0.411317844894994	-1.00837242411868	0.313275706144515	0.564064824745397
8094	ENSG00000177674.16	AGTRAP	chr1	11736084	11754802	protein_coding	+	18718	216.810513405732	0.0766184566019736	0.19116956719312	0.400787937781819	0.68857626037047	0.852436129836113
8041	ENSG00000177000.13	MTHFR	chr1	11785723	11806455	protein_coding	-	20732	440.482495979768	-0.716282841782668	0.169990626570175	-4.2136608131565	2.512645377551e-05	0.000439654142817661
167	ENSG00000011021.23	CLCN6	chr1	11806096	11848079	protein_coding	+	41983	798.803917302419	0.0126549625850168	0.19897611891725	0.063600409204281	0.949288405905783	0.978213715627582
11527	ENSG00000285646.2	ENSG00000285646	chr1	11907940	11914298	lncRNA	+	6358	63.6762971759394	0.125769087272567	0.360938896053272	0.34844980313234	0.727502405670904	0.87587666187257
9422	ENSG00000201801.1	RNU5E-4P	chr1	11909808	11909927	snRNA	-	119	24.0204800095668	-0.103216555153892	0.698606987850845	-0.147746239228757	0.882543038429801	0.950878189472505
2922	ENSG00000116685.17	KIAA2013	chr1	11919591	11926428	protein_coding	-	6837	92.2625235237592	-0.30588648119919	0.22094875928647	-1.38442271496349	0.166229057606651	0.383784501876533
1033	ENSG00000083444.17	PLOD1	chr1	11934205	11975538	protein_coding	+	41333	500.829701995452	-0.0743399227340181	0.134136754402846	-0.554209940929069	0.579435175779873	0.784819480993082
2923	ENSG00000116688.18	MFN2	chr1	11980181	12015211	protein_coding	+	35030	829.608440093227	-0.113778189820262	0.112072676640143	-1.01521792136361	0.310001959612454	0.56033791448213
2924	ENSG00000116691.11	MIIP	chr1	12019466	12032045	protein_coding	+	12579	174.129714215628	-0.385584367781795	0.217945940373044	-1.76917435177648	0.0768647830028401	0.229591319882784
3249	ENSG00000120949.15	TNFRSF8	chr1	12063303	12144207	protein_coding	+	80904	667.655233295293	-0.823445558132959	0.247050019973668	-3.33311269604725	0.000858801485218425	0.00798699623400485
293	ENSG00000028137.19	TNFRSF1B	chr1	12166991	12209228	protein_coding	+	42237	573.334502414128	-1.78905289215104	0.287393864123625	-6.22509077431612	4.81277276855721e-10	3.72276271531984e-08
420	ENSG00000048707.15	VPS13D	chr1	12230030	12512047	protein_coding	+	282017	5919.45288619939	-0.535327832108028	0.129302339329029	-4.14012488007511	3.47116803064722e-05	0.000572742316710927
6407	ENSG00000162496.9	DHRS3	chr1	12567910	12618210	protein_coding	-	50300	560.234609067787	-1.05508459772657	0.157246217529592	-6.70976138124281	1.9494293157809e-11	2.3015578111367e-09
2929	ENSG00000116731.23	PRDM2	chr1	13700188	13825079	protein_coding	+	124891	2504.63926472815	0.122771423013614	0.131140974914939	0.936178971471321	0.349181048253093	0.596923431977853
8952	ENSG00000189337.17	KAZN	chr1	13892792	15118043	protein_coding	+	1225251	800.463828209203	-0.248227219326148	0.287273077102049	-0.864081040347436	0.387543373479906	0.635050942355923
10209	ENSG00000234593.3	KAZN-AS1	chr1	14338825	14419973	lncRNA	-	81148	379.556633250442	-0.418769624043338	0.207413849392436	-2.01900512077672	0.0434866872717377	0.155581079566128
7589	ENSG00000171729.14	TMEM51	chr1	15152532	15220478	protein_coding	+	67946	108.185702022991	-0.098324798187332	0.343803280831216	-0.28599144821891	0.774884671465142	0.899607336212921
5049	ENSG00000142621.21	FHAD1	chr1	15236521	15400283	protein_coding	+	163762	835.651756297621	-0.199502493803472	0.153491822791845	-1.29975975380802	0.193683323333517	0.419534985420766
5051	ENSG00000142634.13	EFHD2	chr1	15409888	15430339	protein_coding	+	20451	229.487539065613	0.182743215878239	0.198078734787791	0.922578670921026	0.356226815121946	0.603505342471541
4123	ENSG00000132906.18	CASP9	chr1	15490832	15526534	protein_coding	-	35702	254.887757422548	0.115752488707401	0.16348656375301	0.708024476447348	0.478930057724824	0.709914161622378
2876	ENSG00000116138.13	DNAJC16	chr1	15526813	15592379	protein_coding	+	65566	928.968991550989	-0.198992543375451	0.116941827351647	-1.70163702656258	0.088823432046006	0.251958425348509
9144	ENSG00000197312.13	DDI2	chr1	15617458	15669044	protein_coding	+	51586	1438.5152373034	-0.735325256701214	0.150908766638173	-4.87264771346432	1.10112469785874e-06	3.13457223634103e-05
2936	ENSG00000116786.13	PLEKHM2	chr1	15684320	15734769	protein_coding	+	50449	667.442798386615	0.00323936448498154	0.116877089261535	0.0277159921200024	0.977888668736161	0.990444494419485
10182	ENSG00000233954.7	UQCRHL	chr1	15807169	15809348	protein_coding	-	2179	81.420223366044	0.0243692410462217	0.564198362765432	0.0431926830251248	0.96554793774725	0.985296220511948
8236	ENSG00000179743.4	SPEN-AS1	chr1	15834474	15848147	lncRNA	-	13673	44.4278670101782	0.192101064912387	0.325028715159603	0.591027979844971	0.55450167375842	0.766866926371695
610	ENSG00000065526.13	SPEN	chr1	15836095	15940456	protein_coding	+	104361	4391.23524767868	0.0189908903931522	0.108385278520666	0.175216511433618	0.860909510780766	0.940391635432803
2939	ENSG00000116809.12	ZBTB17	chr1	15941869	15976132	protein_coding	-	34263	589.9061295254	0.119477887950097	0.144410434394657	0.827349411771578	0.408039044906587	0.651839613683561
5050	ENSG00000142632.17	ARHGEF19	chr1	16197854	16212652	protein_coding	-	14798	33.2525426767186	-0.544685871360524	0.353696339130861	-1.53998164837946	0.123564826787459	0.315121213562559
10308	ENSG00000237276.10	ANO7L1	chr1	16216469	16228027	transcribed_unprocessed_pseudogene	-	11558	10.367383089289	-0.121182099944413	0.680921685105912	-0.177967749588653	0.858748303482204	NA
348	ENSG00000037637.11	FBXO42	chr1	16246840	16352480	protein_coding	-	105640	2093.32192026877	0.163251317416243	0.0943892121657305	1.7295548259223	0.0837098429967739	0.242408116186282
482	ENSG00000055070.17	SZRD1	chr1	16352575	16398145	protein_coding	+	45570	1154.58846225618	0.0706509885928008	0.114673348908784	0.616106438550073	0.537824272929132	0.755202400452389
6049	ENSG00000157191.20	NECAP2	chr1	16440721	16460078	protein_coding	+	19357	252.961335753823	0.271771096583796	0.232127969318635	1.17078134695067	0.241686677378656	0.481228079793894
9880	ENSG00000226029.1	LINC01772	chr1	16460948	16468481	lncRNA	+	7533	16.0794332255926	0.0589102598619204	0.604254254621182	0.0974925032159721	0.922335287438225	NA
11826	ENSG00000290842.1	CROCCP3	chr1	16467436	16499257	lncRNA	-	31821	51.3752538073675	0.409551789688137	0.339462420494654	1.20647165919382	0.227635680301971	0.465177109383254
9741	ENSG00000219481.11	NBPF1	chr1	16562319	16613562	protein_coding	-	51243	170.134418791053	0.159534302940923	0.216037629234598	0.738456089830918	0.460237340912307	0.694345322338096
11860	ENSG00000291072.1	CROCCP2	chr1	16618253	16644686	lncRNA	-	26433	79.7369131620648	-0.759514692256748	0.247731413753421	-3.0658796183706	0.00217030676155638	0.0166794997980136
511	ENSG00000058453.17	CROCC	chr1	16740273	16972964	protein_coding	+	232691	58.9230141480096	-0.225400558134434	0.340386303838671	-0.662190445363114	0.507849176797504	0.73453426764697
6185	ENSG00000159363.19	ATP13A2	chr1	16985958	17011928	protein_coding	-	25970	111.568212760641	-0.678162015705948	0.210696640707953	-3.21866553461547	0.00128788610528316	0.0110689123041042
2960	ENSG00000117118.11	SDHB	chr1	17018664	17054032	protein_coding	-	35368	633.779450637276	0.0399334917659857	0.103420347617644	0.386127997883203	0.699401875416391	0.857696417523534
8194	ENSG00000179051.14	RCC2	chr1	17406760	17439677	protein_coding	-	32917	1355.88026224982	-0.443306638337064	0.165522974394943	-2.678218174592	0.00740149895889003	0.0425719037553388
2964	ENSG00000117148.8	ACTL8	chr1	17755333	17827063	protein_coding	+	71730	14.7431778433766	-2.29166697055415	0.841010758261016	-2.72489614198598	0.00643217166797412	NA
6189	ENSG00000159423.17	ALDH4A1	chr1	18871430	18902724	protein_coding	-	31294	210.542869048576	-0.300434504641696	0.195457771498078	-1.53708139788471	0.124273377683153	0.316424563926049
7415	ENSG00000169991.11	IFFO2	chr1	18904280	18956676	protein_coding	-	52396	21.340644006978	-0.399827608295733	0.430134972308274	-0.929539874774888	0.352609370401388	0.600040464030036
3686	ENSG00000127481.15	UBR4	chr1	19074510	19210266	protein_coding	-	135756	5392.57284924657	0.0691158646165588	0.106501267056483	0.648967533690498	0.516359361488519	0.74022067976166
10059	ENSG00000230424.3	EMC1-AS1	chr1	19210348	19240709	lncRNA	+	30361	329.270058568772	0.197364143746129	0.178126565693089	1.10799948889256	0.267862036633251	0.514671332567995
3685	ENSG00000127463.16	EMC1	chr1	19215660	19251552	protein_coding	-	35892	896.466715334763	-0.340606390294733	0.107305168758717	-3.17418437746097	0.00150258209199797	0.0125862290842787
463	ENSG00000053372.5	MRTO4	chr1	19251805	19260128	protein_coding	+	8323	398.009492495673	-0.601181458214336	0.12821277788936	-4.68893559683355	2.74629797300287e-06	6.59581971417564e-05
462	ENSG00000053371.13	AKR7A2	chr1	19303965	19312144	protein_coding	-	8179	147.080085630759	0.0517781717750141	0.225944604850894	0.229163125223475	0.818742131775323	0.920233665697167
369	ENSG00000040487.13	SLC66A1	chr1	19312326	19329300	protein_coding	+	16974	302.818651159059	0.0906444658058903	0.205473820662812	0.44114849041835	0.659105500756801	0.836826725887285
