GeneID	GeneSymbol	Chromosome	Start	End	Class	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
7364	ENSG00000169598.17	DFFB	chr1	3857267	3885429	protein_coding	+	28162	189.547953034664	-0.728558688442504	0.221772265250794	-3.28516592288311	0.00101922331299453	0.0078901818838935
9398	ENSG00000198912.12	C1orf174	chr1	3889125	3900293	protein_coding	-	11168	180.249674485763	-0.276347510184421	0.231215847969469	-1.19519277165167	0.232011722046128	0.446192010972815
10280	ENSG00000236423.8	LINC01134	chr1	3900347	3917225	lncRNA	+	16878	63.2739347457748	0.530771041361865	0.373904778728599	1.4195353243857	0.155743005892732	0.345205189614944
11496	ENSG00000284668.2	LINC02780	chr1	3976133	4012704	lncRNA	+	36571	491.83040962904	-0.601197692320791	0.347057892688599	-1.73226918328644	0.0832256461257438	0.228387140317586
4004	ENSG00000131697.18	NPHP4	chr1	5862811	5992473	protein_coding	-	129662	723.275260592922	-0.28031749777534	0.131049635761446	-2.13901775572739	0.0324342303955311	0.115866673461759
707	ENSG00000069424.16	KCNAB2	chr1	5990927	6101193	protein_coding	+	110266	269.413026776462	-0.364173016951614	0.236869306073935	-1.53744283287571	0.124184904150321	0.298440422684593
11525	ENSG00000285629.1	ENSG00000285629	chr1	6159430	6197757	protein_coding	-	38327	26.2112604642948	0.333838588612037	0.533245395095265	0.626050579494262	0.531281766178968	0.730812363014981
2889	ENSG00000116251.11	RPL22	chr1	6185020	6209389	protein_coding	-	24369	383.951776221937	-0.507339579281059	0.183705101844804	-2.76170652957512	0.00575001368937241	0.0311305571107718
6114	ENSG00000158286.13	RNF207	chr1	6205475	6221299	protein_coding	+	15824	67.1610160403557	-0.938598969906224	0.379862822757248	-2.47088926232204	0.0134777546814472	0.0601842012909339
2888	ENSG00000116237.16	ICMT	chr1	6221193	6235972	protein_coding	-	14779	291.733972210189	-0.0250379060955988	0.192152972462008	-0.130301945240786	0.896327541112719	0.951066637832666
6116	ENSG00000158292.7	GPR153	chr1	6247353	6261098	protein_coding	-	13745	17.886427484133	-0.716660155576155	0.678823341433248	-1.05573882309795	0.291087554855633	NA
1352	ENSG00000097021.21	ACOT7	chr1	6264269	6393767	protein_coding	-	129498	693.803858349074	-0.310897795321093	0.18502313936558	-1.6803184530709	0.0928953726249541	0.245656155099933
8792	ENSG00000187017.18	ESPN	chr1	6424776	6461367	protein_coding	+	36591	27.4211800018552	-0.969317527706075	0.642207329500193	-1.50935295064362	0.13120860978212	0.309507949121752
6398	ENSG00000162408.11	NOL9	chr1	6521347	6554513	protein_coding	-	33166	916.016525384033	-0.254437046874195	0.0913763329478366	-2.78449614540172	0.00536109582897415	0.0294170720512957
9527	ENSG00000204859.13	ZBTB48	chr1	6579994	6589280	protein_coding	+	9286	151.611578722639	-0.583207981697345	0.290443564578584	-2.00799071772702	0.0446442780554282	0.146131523968676
6399	ENSG00000162413.17	KLHL21	chr1	6590724	6614607	protein_coding	-	23883	424.74154674925	-0.890525738499795	0.145375867841939	-6.1256778839527	9.02983237279396e-10	4.55012424840099e-08
2892	ENSG00000116273.6	PHF13	chr1	6613731	6624030	protein_coding	+	10299	207.723708312061	0.48055152730052	0.21195635261245	2.26721927122034	0.0233768341533168	0.0909067889834511
376	ENSG00000041988.16	THAP3	chr1	6624868	6635586	protein_coding	+	10718	60.8814947151134	-0.0553139038780866	0.325536731768947	-0.169916014016342	0.865076186892838	0.936427070656073
115	ENSG00000007923.17	DNAJC11	chr1	6634168	6701924	protein_coding	-	67756	2104.59502218626	-0.223562873808147	0.121142133481972	-1.84545927483948	0.0649707574342279	0.190983080121754
7590	ENSG00000171735.21	CAMTA1	chr1	6785454	7769706	protein_coding	+	984252	1655.54038859857	0.0985283986460763	0.121947125885441	0.807959990288211	0.419113614844101	0.638375354833951
427	ENSG00000049245.13	VAMP3	chr1	7771296	7781432	protein_coding	+	10136	282.13075708665	0.194557900249492	0.245793930799747	0.791548837745718	0.428623788896737	0.647385167197946
428	ENSG00000049246.15	PER3	chr1	7784291	7845177	protein_coding	+	60886	233.750903857174	-0.105500944046703	0.197235698479363	-0.534897814442763	0.592720519700426	0.774385693257514
10274	ENSG00000236266.1	ENSG00000236266	chr1	7810242	7827342	lncRNA	-	17100	138.410644556529	0.344372980799013	0.210467414964799	1.6362294412967	0.101791576875285	0.261562683502925
2894	ENSG00000116288.13	PARK7	chr1	7954291	7985505	protein_coding	+	31214	810.140461157279	-0.164532527543106	0.116684300471007	-1.41006568046391	0.158520289873926	0.349387115623008
11501	ENSG00000284747.1	ENSG00000284747	chr1	7991134	8005312	lncRNA	+	14178	38.2400360314995	0.331214607477317	0.43432305404352	0.762599646492926	0.445702195478765	0.662753602919724
2893	ENSG00000116285.13	ERRFI1	chr1	8004404	8026309	protein_coding	-	21905	115.179667247096	0.37836580967571	0.302301879630129	1.25161580251716	0.210709893564543	0.420230997329085
5048	ENSG00000142599.20	RERE	chr1	8352397	8848921	protein_coding	-	496524	14491.0267367782	0.243723595015686	0.110467854852934	2.20628521609437	0.0273640358573488	0.101483434805191
838	ENSG00000074800.16	ENO1	chr1	8861000	8879190	protein_coding	-	18190	3649.23090049121	-0.295074184464593	0.270735451018932	-1.08989858311522	0.275757820826587	0.498715782314794
426	ENSG00000049239.13	H6PD	chr1	9234774	9271337	protein_coding	+	36563	157.381739176075	0.444257890535048	0.200281551968437	2.21816680652175	0.0265434610759035	0.0994474488126875
7581	ENSG00000171612.7	SLC25A33	chr1	9539465	9585173	protein_coding	+	45708	1290.33800503515	-0.51996588452875	0.131226825367103	-3.96234446024403	7.42173573464356e-05	0.000917072745163774
8908	ENSG00000188807.13	TMEM201	chr1	9588911	9614877	protein_coding	+	25966	241.671060984241	-0.88032401924274	0.206334985078441	-4.26647967094902	1.98581580716512e-05	0.000307675411025513
7580	ENSG00000171608.18	PIK3CD	chr1	9629889	9729114	protein_coding	+	99225	95.039988397999	0.112887713702766	0.29739547630754	0.379587864295648	0.704251370631457	0.844932427521467
10101	ENSG00000231789.4	PIK3CD-AS2	chr1	9672405	9687583	lncRNA	-	15178	44.0849632659344	-0.459915660894044	0.424294984061117	-1.08395262298881	0.278385805582335	0.501456372826723
7577	ENSG00000171603.18	CLSTN1	chr1	9728926	9823984	protein_coding	-	95058	202.516942698495	0.428262245107001	0.2294774532181	1.86624977356696	0.0620064282882187	0.184915263208805
8157	ENSG00000178585.15	CTNNBIP1	chr1	9848276	9910336	protein_coding	-	62060	371.839008542544	-0.466404851034073	0.174803017253591	-2.66817391577086	0.00762647691469151	0.0389297625036646
6406	ENSG00000162441.12	LZIC	chr1	9922113	9943407	protein_coding	-	21294	222.756821615931	0.132333674783619	0.219029584757942	0.604181736133347	0.545722822202778	0.741403041329493
7771	ENSG00000173614.14	NMNAT1	chr1	9943428	9985501	protein_coding	+	42073	193.67433585714	-0.0464262143872445	0.287910849766205	-0.161252048767681	0.871894888464859	0.939936384464142
3940	ENSG00000130939.20	UBE4B	chr1	10032832	10181239	protein_coding	+	148407	4218.92935833621	0.403784904911606	0.0837813807138748	4.81950645204319	1.43913799088809e-06	3.17343728014751e-05
474	ENSG00000054523.20	KIF1B	chr1	10210570	10381603	protein_coding	+	171033	1294.20317814692	0.184708627159512	0.371512545009918	0.497180053918721	0.619062085781451	0.792679451254137
5053	ENSG00000142657.21	PGD	chr1	10398592	10420511	protein_coding	+	21919	813.439948369347	-0.136107850887774	0.101554614694909	-1.34024289587105	0.180166389876076	0.379579553661047
10655	ENSG00000251503.8	CENPS-CORT	chr1	10430102	10452153	protein_coding	+	22051	14.5023657686053	0.727398564129924	0.6583283098781	1.10491764248239	0.269195277017885	NA
6218	ENSG00000160049.12	DFFA	chr1	10456522	10472529	protein_coding	-	16007	471.505949576442	-0.33938157717578	0.170603597735856	-1.9892990633248	0.0466682030158131	0.151334456748947
5052	ENSG00000142655.13	PEX14	chr1	10472288	10630758	protein_coding	+	158470	3144.52224446119	0.168598465168951	0.0687101862447582	2.45376230779484	0.0141370391977869	0.0625182671448026
3248	ENSG00000120948.19	TARDBP	chr1	11012344	11030528	protein_coding	+	18184	1070.37488955122	0.0993234556025624	0.128499136961213	0.772950371118391	0.439551752476773	0.658006154046702
2915	ENSG00000116649.10	SRM	chr1	11054584	11060020	protein_coding	-	5436	275.781037600588	-0.535064061072646	0.224187783646462	-2.3866780444934	0.0170013728205558	0.0718533275925242
7599	ENSG00000171824.14	EXOSC10	chr1	11066618	11099869	protein_coding	-	33251	760.790050806623	0.0715696233797334	0.121388121885718	0.589593300134534	0.555463344541357	0.747307390053497
9359	ENSG00000198793.14	MTOR	chr1	11106535	11262556	protein_coding	-	156021	3127.85131645096	-0.100043594651955	0.0780652101033362	-1.28153878686197	0.200004485311698	0.405958845371212
3247	ENSG00000120942.14	UBIAD1	chr1	11273198	11296049	protein_coding	+	22851	322.658859493965	-0.732141521902143	0.194851129601327	-3.75744047981724	0.000171660179457437	0.00183969470374629
2918	ENSG00000116670.16	MAD2L2	chr1	11658918	11691811	protein_coding	-	32893	109.796296790338	0.126530827438026	0.254872307002144	0.496447922986634	0.619578420858012	0.792753544346176
2916	ENSG00000116663.11	FBXO6	chr1	11664200	11674354	protein_coding	+	10154	32.7841065675414	0.0568566790353172	0.474093485927189	0.119927146697918	0.904540859713688	0.955800759095885
8094	ENSG00000177674.16	AGTRAP	chr1	11736084	11754802	protein_coding	+	18718	216.810513405732	-0.402673513449313	0.218884036339818	-1.83966597191292	0.0658172922651142	0.192800788141941
8041	ENSG00000177000.13	MTHFR	chr1	11785723	11806455	protein_coding	-	20732	440.482495979768	-0.0495375207104837	0.186577714214107	-0.265506097119601	0.790619613536219	0.894342133116607
167	ENSG00000011021.23	CLCN6	chr1	11806096	11848079	protein_coding	+	41983	798.803917302419	-0.169253323694267	0.20718276220663	-0.816927633803168	0.413969784687433	0.634820462771809
11527	ENSG00000285646.2	ENSG00000285646	chr1	11907940	11914298	lncRNA	+	6358	63.6762971759394	0.316773386220426	0.382310441494235	0.828576339642563	0.40734418098926	0.628838740860369
9422	ENSG00000201801.1	RNU5E-4P	chr1	11909808	11909927	snRNA	-	119	24.0204800095668	1.35996176671535	0.789313063291608	1.72296878128941	0.0848941707057511	0.231463689080601
2922	ENSG00000116685.17	KIAA2013	chr1	11919591	11926428	protein_coding	-	6837	92.2625235237592	-0.371534644019579	0.269266176217913	-1.37980436027324	0.167646889763343	0.361523573625897
1033	ENSG00000083444.17	PLOD1	chr1	11934205	11975538	protein_coding	+	41333	500.829701995452	-0.310693333569388	0.147917530968588	-2.10044970014655	0.0356893009410764	0.124538427839175
2923	ENSG00000116688.18	MFN2	chr1	11980181	12015211	protein_coding	+	35030	829.608440093227	0.242340145081092	0.1211934778769	1.99961375254239	0.0455419877560799	0.148318628965472
2924	ENSG00000116691.11	MIIP	chr1	12019466	12032045	protein_coding	+	12579	174.129714215628	-0.516293984442524	0.256524006985884	-2.0126536713226	0.0441510764211136	0.144862477445022
3249	ENSG00000120949.15	TNFRSF8	chr1	12063303	12144207	protein_coding	+	80904	667.655233295293	-1.88162767575301	0.269761924636944	-6.97514179692102	3.05562466651055e-12	2.72894609444052e-10
293	ENSG00000028137.19	TNFRSF1B	chr1	12166991	12209228	protein_coding	+	42237	573.334502414128	-0.737972638411083	0.290866026410446	-2.53715653051112	0.0111756972209942	0.052041133519551
420	ENSG00000048707.15	VPS13D	chr1	12230030	12512047	protein_coding	+	282017	5919.45288619939	-0.155713213787853	0.130254262468376	-1.19545580188332	0.231908994782725	0.446088898525253
6407	ENSG00000162496.9	DHRS3	chr1	12567910	12618210	protein_coding	-	50300	560.234609067787	-0.866291223246303	0.189181892564766	-4.57914450216069	4.66881577797135e-06	8.95060057958381e-05
2929	ENSG00000116731.23	PRDM2	chr1	13700188	13825079	protein_coding	+	124891	2504.63926472815	0.152141383807767	0.13357691584812	1.13897961217158	0.25471165786734	0.473509520254757
8952	ENSG00000189337.17	KAZN	chr1	13892792	15118043	protein_coding	+	1225251	800.463828209203	-1.78219363358427	0.30078195071348	-5.92520139375639	3.11914884769185e-09	1.35395088244629e-07
10209	ENSG00000234593.3	KAZN-AS1	chr1	14338825	14419973	lncRNA	-	81148	379.556633250442	0.299708340995298	0.214927246143424	1.39446415646762	0.163177486098897	0.355634850404349
7589	ENSG00000171729.14	TMEM51	chr1	15152532	15220478	protein_coding	+	67946	108.185702022991	-0.219208663057245	0.363991608190586	-0.602235485996335	0.547017397579924	0.741850137335242
5049	ENSG00000142621.21	FHAD1	chr1	15236521	15400283	protein_coding	+	163762	835.651756297621	-0.201980800789335	0.158173053867353	-1.27696087197456	0.201616061614064	0.40817405765398
5051	ENSG00000142634.13	EFHD2	chr1	15409888	15430339	protein_coding	+	20451	229.487539065613	-0.42829102914411	0.223993726032001	-1.91206707764182	0.055867590947062	0.172050879325337
4123	ENSG00000132906.18	CASP9	chr1	15490832	15526534	protein_coding	-	35702	254.887757422548	-0.0038006051366273	0.184966069860595	-0.020547580102079	0.9836065566431	0.992551720073898
2876	ENSG00000116138.13	DNAJC16	chr1	15526813	15592379	protein_coding	+	65566	928.968991550989	-0.117008461818642	0.123724750575497	-0.945715883639971	0.344293518840147	0.570782371677243
9144	ENSG00000197312.13	DDI2	chr1	15617458	15669044	protein_coding	+	51586	1438.5152373034	-0.557448722301717	0.155116971485595	-3.59373134327527	0.000325975953563318	0.00312192314724764
2936	ENSG00000116786.13	PLEKHM2	chr1	15684320	15734769	protein_coding	+	50449	667.442798386615	0.107691969522747	0.128187923728356	0.840110100784207	0.400846657228732	0.623343789589132
10182	ENSG00000233954.7	UQCRHL	chr1	15807169	15809348	protein_coding	-	2179	81.420223366044	-0.410942500519328	0.59167315507451	-0.694543088519163	0.487341688710447	0.698974859705478
8236	ENSG00000179743.4	SPEN-AS1	chr1	15834474	15848147	lncRNA	-	13673	44.4278670101782	0.815671852416938	0.35286404051313	2.31157544767327	0.0208010909587269	0.0835771705126609
610	ENSG00000065526.13	SPEN	chr1	15836095	15940456	protein_coding	+	104361	4391.23524767868	-0.00918722224088848	0.110191027461249	-0.0833754113429915	0.933553039331302	0.969329142576943
2939	ENSG00000116809.12	ZBTB17	chr1	15941869	15976132	protein_coding	-	34263	589.9061295254	0.201827768035997	0.153623461449002	1.31378219272189	0.188919511835282	0.390940846093742
5050	ENSG00000142632.17	ARHGEF19	chr1	16197854	16212652	protein_coding	-	14798	33.2525426767186	-0.798268618694553	0.452599231089789	-1.76374276370829	0.0777752978155554	0.217727228976523
10308	ENSG00000237276.10	ANO7L1	chr1	16216469	16228027	transcribed_unprocessed_pseudogene	-	11558	10.367383089289	0.774220879216708	0.74080163431902	1.04511227209752	0.295971082804287	NA
348	ENSG00000037637.11	FBXO42	chr1	16246840	16352480	protein_coding	-	105640	2093.32192026877	0.167894874603069	0.0975039654576321	1.72192868069579	0.0850824387345587	0.231803221601966
482	ENSG00000055070.17	SZRD1	chr1	16352575	16398145	protein_coding	+	45570	1154.58846225618	-0.00181478056773759	0.12003359904539	-0.0151189382153854	0.987937292177531	0.994592792905391
6049	ENSG00000157191.20	NECAP2	chr1	16440721	16460078	protein_coding	+	19357	252.961335753823	0.375074245289926	0.248363912042381	1.5101801312661	0.130997467071651	0.309217151665025
9880	ENSG00000226029.1	LINC01772	chr1	16460948	16468481	lncRNA	+	7533	16.0794332255926	0.370479578441121	0.689907238805081	0.536999117566576	0.591268223595619	NA
11826	ENSG00000290842.1	CROCCP3	chr1	16467436	16499257	lncRNA	-	31821	51.3752538073675	0.134593873500558	0.398149914110547	0.338048229399311	0.735326843117756	0.863751006372342
9741	ENSG00000219481.11	NBPF1	chr1	16562319	16613562	protein_coding	-	51243	170.134418791053	0.468111976133102	0.237309897954919	1.97257670315137	0.0485438094239746	0.155831018855161
11860	ENSG00000291072.1	CROCCP2	chr1	16618253	16644686	lncRNA	-	26433	79.7369131620648	0.228325807696291	0.281674039854442	0.810602950184124	0.417593722114559	0.636943493116972
511	ENSG00000058453.17	CROCC	chr1	16740273	16972964	protein_coding	+	232691	58.9230141480096	0.209625718287646	0.385019276012938	0.54445512561974	0.586128320348638	0.770267341458296
6185	ENSG00000159363.19	ATP13A2	chr1	16985958	17011928	protein_coding	-	25970	111.568212760641	-0.5999595608183	0.256497701361443	-2.33904459039525	0.0193331258760707	0.0792737542921377
2960	ENSG00000117118.11	SDHB	chr1	17018664	17054032	protein_coding	-	35368	633.779450637276	-0.11010601626127	0.117497737776703	-0.93709052058959	0.34871199711482	0.575770522817721
8194	ENSG00000179051.14	RCC2	chr1	17406760	17439677	protein_coding	-	32917	1355.88026224982	-0.50588626852539	0.170774213903642	-2.96231062618642	0.00305339572186794	0.0189393291952113
2964	ENSG00000117148.8	ACTL8	chr1	17755333	17827063	protein_coding	+	71730	14.7431778433766	-1.3869118186753	0.981175462139154	-1.41352069246774	0.157502681571697	NA
6189	ENSG00000159423.17	ALDH4A1	chr1	18871430	18902724	protein_coding	-	31294	210.542869048576	-0.382041223885607	0.218343965813327	-1.74972192367447	0.0801663087636578	0.222268274045629
7415	ENSG00000169991.11	IFFO2	chr1	18904280	18956676	protein_coding	-	52396	21.340644006978	-1.20778049467962	0.629353700906614	-1.91908062658526	0.0549741308739411	NA
3686	ENSG00000127481.15	UBR4	chr1	19074510	19210266	protein_coding	-	135756	5392.57284924657	0.243715530860076	0.108162968588147	2.25322524003638	0.0242449507408084	0.0933838653182959
10059	ENSG00000230424.3	EMC1-AS1	chr1	19210348	19240709	lncRNA	+	30361	329.270058568772	-0.0406947358228171	0.192813275503371	-0.211057748573467	0.832842209292806	0.918483519787555
3685	ENSG00000127463.16	EMC1	chr1	19215660	19251552	protein_coding	-	35892	896.466715334763	-0.498250896014155	0.118666268331831	-4.1987575999346	2.68383425265421e-05	0.000391142563223443
463	ENSG00000053372.5	MRTO4	chr1	19251805	19260128	protein_coding	+	8323	398.009492495673	-0.562632408063105	0.145236482360266	-3.87390550170078	0.000107104957727882	0.00125164676663913
462	ENSG00000053371.13	AKR7A2	chr1	19303965	19312144	protein_coding	-	8179	147.080085630759	-0.288502230414258	0.255291407137402	-1.13008985946394	0.25843836222093	0.478581491739196
369	ENSG00000040487.13	SLC66A1	chr1	19312326	19329300	protein_coding	+	16974	302.818651159059	0.27847071069936	0.216649867068618	1.28534909560393	0.198670321037174	0.403922538699493
